address,latitude,longitude,bounds,geo_address
"Huyện Lệ Thủy, Tỉnh Quảng Bình",17.106491,106.676292,"16.921375,106.402366 – 17.329041,106.994205","Lệ Thủy District, Quảng Bình, Vietnam"
"Thị xã Ba Đồn, Tỉnh Quảng Bình",17.75398,106.421448,"17.742431,106.415162 – 17.761396,106.43465","Ba Đồn, Quảng Bình, Vietnam"
"Thành phố Đông Hà, Tỉnh Quảng Trị",16.793327,107.110572,"16.743564,107.028379 – 16.859091,107.147942","Đông Hà, Quảng Trị, Vietnam"
"Thị xã Quảng Trị, Tỉnh Quảng Trị",16.740307,107.185468,"16.628293,107.067133 – 16.761592,107.203","Quảng Trị, Vietnam"
"Huyện Vĩnh Linh, Tỉnh Quảng Trị",17.015938,106.93586,"16.888812,106.681303 – 17.162226,107.117043","Vĩnh Linh District, Quảng Trị, Vietnam"
"Huyện Hướng Hóa, Tỉnh Quảng Trị",16.649551,106.676292,"16.410615,106.516237 – 16.997653,106.830813","Hương Hóa, Quảng Trị, Vietnam"
"Huyện Gio Linh, Tỉnh Quảng Trị",16.920594,106.983087,"16.809735,106.686379 – 17.015422,107.19317","Gio Linh District, Quảng Trị, Vietnam"
"Huyện Đa Krông, Tỉnh Quảng Trị",16.534917,106.959472,"16.301578,106.711536 – 16.836352,107.140703","Đa Krông District, Quảng Trị, Vietnam"
"Huyện Cam Lộ, Tỉnh Quảng Trị",16.783695,106.983087,"16.68468,106.83006 – 16.884793,107.103691","Cam Lộ District, Quảng Trị, Vietnam"
"Huyện Triệu Phong, Tỉnh Quảng Trị",16.813234,107.172085,"16.645038,107.000679 – 16.905106,107.308945","Triệu Phong District, Quảng Trị, Vietnam"
"Huyện Hải Lăng, Tỉnh Quảng Trị",16.668457,107.26664,"16.565876,107.079243 – 16.802319,107.389289","Hải Lăng District, Quảng Trị, Vietnam"
"Huyện Cồn Cỏ, Tỉnh Quảng Trị",17.16065,107.340535,"17.150386,107.331405 – 17.166809,107.348721","Cồn Cỏ District, Quảng Trị, Vietnam"
"Quận Thuận Hóa, Thành phố Huế",16.463712,107.590863,"16.399085,107.525118 – 16.507696,107.629108","Huế, Hue City, Vietnam"
"Quận Phú Xuân, Thành phố Huế",16.463712,107.590863,"16.399085,107.525118 – 16.507696,107.629108","Huế, Hue City, Vietnam"
"Thị xã Phong Điền, Thành phố Huế",16.503112,107.337579,"16.345537,107.054904 – 16.742465,107.50426","Phong Điền District, Hue City, Vietnam"
"Huyện Quảng Điền, Thành phố Huế",16.592284,107.491349,"16.515624,107.406205 – 16.664599,107.582155","Quảng Điền District, Hue City, Vietnam"
"Huyện Phú Vang, Thành phố Huế",16.445809,107.739935,"16.335815,107.573653 – 16.570967,107.846741","Phú Vang District, Hue City, Vietnam"
"Thị xã Hương Thủy, Thành phố Huế",16.408957,107.677252,"16.155786,107.495814 – 16.49183,107.757156","Hương Thủy, Hue City, Vietnam"
"Thị xã Hương Trà, Thành phố Huế",16.487057,107.500951,"16.254391,107.328519 – 16.601427,107.628914","Hương Trà, Hue City, Vietnam"
"Huyện A Lưới, Thành phố Huế",16.230374,107.337579,"16.014516,107.016212 – 16.448873,107.528799","A Lưới District, Hue City, Vietnam"
"Huyện Phú Lộc, Thành phố Huế",16.272632,107.905781,"15.994399,107.508845 – 16.412133,108.210656","Phú Lộc, Hue City, Vietnam"
"Quận Liên Chiểu, Thành phố Đà Nẵng",16.153167,108.107292,"16.032919,108.087032 – 16.210087,108.194725","Liên Chiểu, Da Nang, Vietnam"
"Quận Thanh Khê, Thành phố Đà Nẵng",16.06418,108.187341,"16.031955,108.167176 – 16.081383,108.214533","Thanh Khê District, Da Nang, Vietnam"
"Quận Hải Châu, Thành phố Đà Nẵng",16.0472,108.219959,"16.022984,108.18807 – 16.095423,108.236017","Hải Châu District, Da Nang, Vietnam"
"Quận Sơn Trà, Thành phố Đà Nẵng",16.115984,108.273341,"16.051021,108.212634 – 16.15557,108.338475","Sơn Trà, Da Nang, Vietnam"
"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",15.998891,108.255546,"15.956554,108.216212 – 16.056539,108.289243","Ngũ Hành Sơn, Da Nang, Vietnam"
"Quận Cẩm Lệ, Thành phố Đà Nẵng",16.015367,108.196236,"15.971666,108.15849 – 16.061925,108.248967","Cẩm Lệ District, Da Nang, Vietnam"
"Huyện Hòa Vang, Thành phố Đà Nẵng",16.058563,108.024301,"15.917955,107.818782 – 16.215529,108.224947","Hòa Vang, Da Nang, Vietnam"
"Huyện Hoàng Sa, Thành phố Đà Nẵng",16.054407,108.202167,"15.999203,108.177996 – 16.095135,108.235417","Da Nang, Hải Châu District, Da Nang, Vietnam"
"Thành phố Tam Kỳ, Tỉnh Quảng Nam",15.563829,108.482168,"15.506743,108.440727 – 15.645945,108.556693","Tam Kỳ, Quảng Nam, Vietnam"
"Thành phố Hội An, Tỉnh Quảng Nam",15.879924,108.326749,"15.85248,108.289568 – 15.984104,108.544579","Hội An, Quảng Nam, Vietnam"
"Huyện Tây Giang, Tỉnh Quảng Nam",15.851725,107.526847,"15.725511,107.210525 – 16.063563,107.656249","Tây Giang District, Quảng Nam, Vietnam"
"Huyện Đông Giang, Tỉnh Quảng Nam",15.926451,107.71625,"15.757474,107.587524 – 16.067075,107.985797","Đông Giang, Quảng Nam, Vietnam"
"Huyện Đại Lộc, Tỉnh Quảng Nam",15.836507,107.976888,"15.72059,107.801164 – 15.948053,108.152413","Đại Lộc District, Quảng Nam, Vietnam"
"Thị xã Điện Bàn, Tỉnh Quảng Nam",15.906497,108.214028,"15.830411,108.128395 – 15.976777,108.329993","Điện Bàn, Quảng Nam, Vietnam"
"Huyện Duy Xuyên, Tỉnh Quảng Nam",15.77511,108.166586,"15.713872,108.039782 – 15.876227,108.412428","Duy Xuyên District, Quảng Nam, Vietnam"
"Huyện Quế Sơn, Tỉnh Quảng Nam",15.680781,108.214028,"15.619634,108.119635 – 15.829893,108.352732","Quế Sơn District, Quảng Nam, Vietnam"
"Huyện Nam Giang, Tỉnh Quảng Nam",15.662855,107.621532,"15.386982,107.249242 – 15.827897,107.887701","Nam Giang District, Quảng Nam, Vietnam"
"Huyện Phước Sơn, Tỉnh Quảng Nam",15.376252,107.811,"15.192975,107.659592 – 15.581054,108.023345","Phước Sơn District, Quảng Nam, Vietnam"
"Huyện Hiệp Đức, Tỉnh Quảng Nam",15.553537,108.11915,"15.391931,107.947391 – 15.644693,108.256382","Hiệp Đức District, Quảng Nam, Vietnam"
"Huyện Thăng Bình, Tỉnh Quảng Nam",15.689035,108.380131,"15.584314,108.218066 – 15.831057,108.515214","Thăng Bình District, Quảng Nam, Vietnam"
"Huyện Tiên Phước, Tỉnh Quảng Nam",15.496401,108.261478,"15.378866,108.126622 – 15.603147,108.39269","Tiên Phước District, Quảng Nam, Vietnam"
"Huyện Bắc Trà My, Tỉnh Quảng Nam",15.320272,108.214028,"15.118206,107.945235 – 15.43624,108.469162","Bắc Trà My District, Quảng Nam, Vietnam"
"Huyện Nam Trà My, Tỉnh Quảng Nam",15.172624,108.095435,"14.951354,107.927729 – 15.314027,108.261363","Nam Trà My District, Quảng Nam, Vietnam"
"Huyện Núi Thành, Tỉnh Quảng Nam",15.427033,108.546317,"15.307441,108.422503 – 15.587079,108.739043","Núi Thành District, Quảng Nam, Vietnam"
"Huyện Phú Ninh, Tỉnh Quảng Nam",15.574326,108.403867,"15.391569,108.317609 – 15.631287,108.510395","Phú Ninh District, Quảng Nam, Vietnam"
"Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi",15.12413,108.814383,"15.091268,108.7604 – 15.216282,108.924294","Quảng Ngãi, Quang Ngai, Vietnam"
"Huyện Bình Sơn, Tỉnh Quảng Ngãi",15.320762,108.736337,"15.192289,108.577335 – 15.425735,108.954247","Bình Sơn District, Quang Ngai, Vietnam"
"Huyện Trà Bồng, Tỉnh Quảng Ngãi",15.256005,108.515468,"15.072901,108.260906 – 15.344667,108.641696","Trà Bồng District, Quang Ngai, Vietnam"
"Huyện Sơn Tịnh, Tỉnh Quảng Ngãi",15.186095,108.736337,"15.125046,108.576954 – 15.267818,108.922733","Son Tinh District, Quang Ngai, Vietnam"
"Huyện Tư Nghĩa, Tỉnh Quảng Ngãi",15.108606,108.724458,"15.019116,108.613237 – 15.163487,108.904358","Tư Nghĩa District, Quang Ngai, Vietnam"
"Huyện Sơn Hà, Tỉnh Quảng Ngãi",15.043194,108.570064,"14.790143,108.319942 – 15.160054,108.658645","Sơn Hà District, Quang Ngai, Vietnam"
"Huyện Sơn Tây, Tỉnh Quảng Ngãi",14.948853,108.356397,"14.82065,108.235489 – 15.117841,108.481701","Sơn Tây District, Quang Ngai, Vietnam"
"Huyện Minh Long, Tỉnh Quảng Ngãi",14.965926,108.688823,"14.848634,108.576015 – 15.044374,108.771407","Minh Long District, Quang Ngai, Vietnam"
"Huyện Nghĩa Hành, Tỉnh Quảng Ngãi",14.990474,108.795738,"14.845894,108.687501 – 15.088146,108.854057","Nghĩa Hành District, Quang Ngai, Vietnam"
"Huyện Mộ Đức, Tỉnh Quảng Ngãi",14.949804,108.878915,"14.878295,108.791447 – 15.092909,108.955993","Mộ Đức District, Quang Ngai, Vietnam"
"Thị xã Đức Phổ, Tỉnh Quảng Ngãi",14.808578,108.957075,"14.577771,108.81622 – 14.919028,109.083905","Đức Phổ, Quảng Ngãi, Vietnam"
"Huyện Ba Tơ, Tỉnh Quảng Ngãi",14.766379,108.665068,"14.53273,108.480669 – 14.897449,108.979016","Ba Tơ District, Quang Ngai, Vietnam"
"Huyện Lý Sơn, Tỉnh Quảng Ngãi",15.383361,109.110711,"15.36916,109.077145 – 15.433271,109.147416","Lý Sơn District, Quang Ngai, Vietnam"
"Thành phố Quy Nhơn, Tỉnh Bình Định",13.782967,109.219663,"13.664503,109.132519 – 13.906741,109.322891","Quy Nhon, Binh Dinh, Vietnam"
"Huyện An Lão, Tỉnh Bình Định",14.571729,108.855148,"14.365401,108.627909 – 14.703202,108.974097","An Lão District, Binh Dinh, Vietnam"
"Thị xã Hoài Nhơn, Tỉnh Bình Định",14.49092,109.021544,"14.355868,108.938918 – 14.674021,109.128114","Hoài Nhơn District, Binh Dinh, Vietnam"
"Huyện Hoài Ân, Tỉnh Bình Định",14.393211,108.855148,"14.143203,108.77404 – 14.549853,109.032229","Hoài Ân District, Binh Dinh, Vietnam"
"Huyện Phù Mỹ, Tỉnh Bình Định",14.219684,109.069098,"14.081777,108.964222 – 14.407343,109.299759","Phù Mỹ District, Binh Dinh, Vietnam"
"Huyện Vĩnh Thạnh, Tỉnh Bình Định",14.24684,108.736337,"14.013269,108.601252 – 14.459776,108.875258","Vĩnh Thạnh District, Bình Định, Binh Dinh, Vietnam"
"Huyện Tây Sơn, Tỉnh Bình Định",13.947943,108.855148,"13.756878,108.743921 – 14.134801,109.029346","Tây Sơn District, Binh Dinh, Vietnam"
"Huyện Phù Cát, Tỉnh Bình Định",14.013782,109.140438,"13.901302,108.868233 – 14.222299,109.265846","Phù Cát District, Binh Dinh, Vietnam"
"Thị xã An Nhơn, Tỉnh Bình Định",13.886506,109.113435,"13.752977,108.949776 – 13.963495,109.18826","An Nhơn, Binh Dinh, Vietnam"
"Huyện Tuy Phước, Tỉnh Bình Định",13.856503,109.164221,"13.743564,109.054917 – 13.938176,109.259502","Tuy Phước District, Binh Dinh, Vietnam"
"Huyện Vân Canh, Tỉnh Bình Định",13.674033,108.950223,"13.515217,108.813767 – 13.836721,109.117997","Vân Canh District, Binh Dinh, Vietnam"
"Thành phố Tuy Hòa, Tỉnh Phú Yên",13.105706,109.295048,"13.007652,109.179468 – 13.179532,109.352074","Tuy Hòa, Phú Yên, Vietnam"
"Thị xã Sông Cầu, Tỉnh Phú Yên",13.580907,109.199193,"13.359667,109.089985 – 13.695915,109.331303","Sông Cầu, Phú Yên, Vietnam"
"Huyện Đồng Xuân, Tỉnh Phú Yên",13.408307,108.950223,"13.238464,108.703272 – 13.588509,109.192492","Đồng Xuân District, Phú Yên, Vietnam"
"Huyện Tuy An, Tỉnh Phú Yên",13.277522,109.21179,"13.141862,109.095004 – 13.381408,109.34401","Tuy An District, Phú Yên, Vietnam"
"Huyện Sơn Hòa, Tỉnh Phú Yên",13.143169,108.950223,"13.009779,108.755348 – 13.400438,109.155647","Sơn Hòa District, Phú Yên, Vietnam"
"Huyện Sông Hinh, Tỉnh Phú Yên",12.878635,108.950223,"12.706478,108.673108 – 13.102928,109.118011","Sông Hinh District, Phú Yên, Vietnam"
"Huyện Tây Hòa, Tỉnh Phú Yên",12.928582,109.164221,"12.781151,109.00106 – 13.047225,109.331428","Tây Hòa District, Phú Yên, Vietnam"
"Huyện Phú Hòa, Tỉnh Phú Yên",13.060695,109.164221,"12.982479,109.0806 – 13.153959,109.303298","Phú Hòa District, Phú Yên, Vietnam"
"Thị xã Đông Hòa, Tỉnh Phú Yên",12.958064,109.354527,"12.825336,109.273135 – 13.065066,109.459014","Đông Hòa District, Phú Yên, Vietnam"
"Thành phố Nha Trang, Tỉnh Khánh Hòa",12.252915,109.189902,"12.143389,109.110031 – 12.375551,109.382973","Nha Trang, Khánh Hòa, Vietnam"
"Thành phố Cam Ranh, Tỉnh Khánh Hòa",11.966212,109.191558,"11.760403,109.002228 – 12.029919,109.30259","Cam Ranh, Khánh Hòa, Vietnam"
"Huyện Cam Lâm, Tỉnh Khánh Hòa",12.07539,109.140438,"11.935382,108.941816 – 12.213055,109.328565","Cam Lâm District, Khánh Hòa, Vietnam"
"Huyện Vạn Ninh, Tỉnh Khánh Hòa",12.749107,109.21179,"12.546503,109.087426 – 12.868524,109.469249","Vạn Ninh District, Khánh Hòa, Vietnam"
"Thị xã Ninh Hòa, Tỉnh Khánh Hòa",12.486496,109.134581,"12.326251,108.863354 – 12.750781,109.398422","Ninh Hòa, Khánh Hòa, Vietnam"
"Huyện Khánh Vĩnh, Tỉnh Khánh Hòa",12.270595,108.855148,"12.087061,108.671013 – 12.504883,109.067301","Khánh Vĩnh District, Khánh Hòa, Vietnam"
"Huyện Diên Khánh, Tỉnh Khánh Hòa",12.257042,109.04532,"12.165955,108.935666 – 12.389927,109.143083","Diên Khánh District, Khánh Hòa, Vietnam"
"Huyện Khánh Sơn, Tỉnh Khánh Hòa",12.024942,108.926452,"11.91436,108.786185 – 12.159904,109.011101","Khánh Sơn District, Khánh Hòa, Vietnam"
"Huyện Trường Sa, Tỉnh Khánh Hòa",12.209887,109.092876,"11.768928,108.671013 – 12.868524,109.469249","Khánh Hòa, Vietnam"
"Thành phố Phan Rang-Tháp Chàm, Tỉnh Ninh Thuận",11.582568,108.991207,"11.524433,108.920517 – 11.674344,109.044628","Phan Rang–Tháp Chàm, Ninh Thuận, Vietnam"
"Huyện Bác Ái, Tỉnh Ninh Thuận",11.833415,108.855148,"11.658223,108.659772 – 12.164534,109.059992","Bác Ái District, Ninh Thuận, Vietnam"
"Huyện Ninh Sơn, Tỉnh Ninh Thuận",11.68887,108.736337,"11.499455,108.551662 – 11.920764,108.947458","Ninh Sơn District, Ninh Thuận, Vietnam"
"Huyện Ninh Hải, Tỉnh Ninh Thuận",11.671446,109.152329,"11.562695,108.957502 – 11.786846,109.23348","Ninh Hải District, Ninh Thuận, Vietnam"
"Huyện Ninh Phước, Tỉnh Ninh Thuận",11.548675,108.878915,"11.46658,108.734099 – 11.655151,109.025969","Ninh Phước District, Ninh Thuận, Vietnam"
"Huyện Thuận Bắc, Tỉnh Ninh Thuận",11.753333,109.069098,"11.627593,108.968657 – 11.861252,109.195463","Thuận Bắc District, Ninh Thuận, Vietnam"
"Huyện Thuận Nam, Tỉnh Ninh Thuận",11.418287,108.878915,"11.306938,108.664274 – 11.596019,109.020774","Thuan Nam, Ninh Thuận, Vietnam"
"Thành phố Phan Thiết, Tỉnh Bình Thuận",10.930068,108.10409,"10.770917,107.990443 – 11.023803,108.357474","Phan Thiet, Bình Thuận, Vietnam"
"Thị xã La Gi, Tỉnh Bình Thuận",10.683699,107.750447,"10.629903,107.666865 – 10.796286,107.88654","La Gi, Bình Thuận, Vietnam"
"Huyện Tuy Phong, Tỉnh Bình Thuận",11.323752,108.665068,"11.12732,108.500702 – 11.555579,108.875917","Tuy Phong District, Bình Thuận, Vietnam"
"Huyện Bắc Bình, Tỉnh Bình Thuận",11.255183,108.380131,"10.995848,108.106398 – 11.532244,108.61639","Bắc Bình District, Bình Thuận, Vietnam"
"Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận",11.09921,108.095435,"10.940485,107.801977 – 11.36961,108.306866","Hàm Thuận Bắc District, Bình Thuận, Vietnam"
"Huyện Hàm Thuận Nam, Tỉnh Bình Thuận",10.850294,107.905781,"10.699403,107.755473 – 11.176585,108.068669","Hàm Thuận Nam District, Bình Thuận, Vietnam"
"Huyện Tánh Linh, Tỉnh Bình Thuận",11.122377,107.71625,"10.907796,107.508 – 11.371781,107.87128","Tánh Linh District, Bình Thuận, Vietnam"
"Huyện Đức Linh, Tỉnh Bình Thuận",11.197729,107.550515,"11.00705,107.394199 – 11.381743,107.661868","Đức Linh District, Bình Thuận, Vietnam"
"Huyện Hàm Tân, Tỉnh Bình Thuận",10.693593,107.621532,"10.569099,107.504017 – 10.918499,107.794904","Hàm Tân District, Bình Thuận, Vietnam"
"Huyện Phú Quí, Tỉnh Bình Thuận",10.533528,108.94428,"10.48313,108.922451 – 10.568771,108.969445","Phu Quy, Bình Thuận, Vietnam"
"Thành phố Kon Tum, Tỉnh Kon Tum",14.34974,108.000461,"14.230774,107.850895 – 14.454961,108.088045","Kon Tum, Vietnam"
"Huyện Đắk Glei, Tỉnh Kon Tum",15.113472,107.71625,"14.856682,107.466934 – 15.417533,108.003829","Đắk Glei District, Kon Tum, Vietnam"
"Huyện Ngọc Hồi, Tỉnh Kon Tum",14.760924,107.621532,"14.50315,107.50542 – 14.974692,107.794606","Ngọc Hồi District, Kon Tum, Vietnam"
"Huyện Đắk Tô, Tỉnh Kon Tum",14.656202,107.811,"14.521173,107.700385 – 14.846199,107.938439","Đắk Tô, Kon Tum, Vietnam"
"Huyện Kon Plông, Tỉnh Kon Tum",14.797689,108.285205,"14.54371,108.125096 – 15.061998,108.546889","Kon Plông District, Kon Tum, Vietnam"
"Huyện Kon Rẫy, Tỉnh Kon Tum",14.446934,108.190306,"14.334166,108.059191 – 14.765173,108.384093","Kon Rẫy District, Kon Tum, Vietnam"
"Huyện Đăk Hà, Tỉnh Kon Tum",14.641214,108.000593,"14.396935,107.861324 – 14.829133,108.140872","Đắk Hà District, Kon Tum, Vietnam"
"Huyện Sa Thầy, Tỉnh Kon Tum",14.435578,107.763621,"13.921423,107.332274 – 14.613047,107.889116","Sa Thầy District, Kon Tum, Vietnam"
"Huyện Tu Mơ Rông, Tỉnh Kon Tum",14.910579,108.000593,"14.73796,107.775325 – 15.038062,108.158307","Tu Mơ Rông District, Kon Tum, Vietnam"
"Huyện Ia H'Drai, Tỉnh Kon Tum",14.517883,107.858387,"13.921423,107.332274 – 15.417533,108.546889","Kon Tum, Vietnam"
"Thành phố Pleiku, Tỉnh Gia Lai",13.971836,108.01508,"13.844289,107.841153 – 14.0801,108.098716","Pleiku, Gia Lai, Vietnam"
"Thị xã An Khê, Tỉnh Gia Lai",14.027926,108.688823,"13.913823,108.633671 – 14.128585,108.763103","Tx. An Khê, Gia Lai, Vietnam"
"Thị xã Ayun Pa, Tỉnh Gia Lai",13.374339,108.398981,"13.179783,108.311806 – 13.44059,108.524494","Ayun Pa, Gia Lai, Vietnam"
"Huyện KBang, Tỉnh Gia Lai",14.334806,108.475085,"13.999705,108.29151 – 14.603162,108.686947","K'Bang District, Gia Lai, Vietnam"
"Huyện Đak Đoa, Tỉnh Gia Lai",14.068901,108.166586,"13.83463,107.998434 – 14.39655,108.324004","Đắk Đoa District, Gia Lai, Vietnam"
"Huyện Chư Păh, Tỉnh Gia Lai",14.176531,107.929482,"14.051707,107.657964 – 14.392284,108.232503","Chư Păh District, Gia Lai, Vietnam"
"Huyện Ia Grai, Tỉnh Gia Lai",13.95391,107.621532,"13.840617,107.454229 – 14.140381,107.988708","Ia Grai District, Gia Lai, Vietnam"
"Huyện Mang Yang, Tỉnh Gia Lai",13.992802,108.285205,"13.673203,108.160892 – 14.239271,108.463468","Mang Yang District, Gia Lai, Vietnam"
"Huyện Kông Chro, Tỉnh Gia Lai",13.776609,108.525539,"13.766731,108.520203 – 13.78357,108.534451","Kông Chro, Kông Chro District, Gia Lai, Vietnam"
"Huyện Đức Cơ, Tỉnh Gia Lai",13.775233,107.621532,"13.619422,107.4517 – 13.922403,107.833019","Đức Cơ District, Gia Lai, Vietnam"
"Huyện Chư Prông, Tỉnh Gia Lai",13.541918,107.763621,"13.306451,107.573934 – 13.881006,108.018996","Chư Prông District, Gia Lai, Vietnam"
"Huyện Chư Sê, Tỉnh Gia Lai",13.739963,108.095435,"13.532675,107.972759 – 13.862877,108.315839","Chư Sê District, Gia Lai, Vietnam"
"Huyện Đăk Pơ, Tỉnh Gia Lai",13.946425,108.593812,"13.78965,108.41482 – 14.068122,108.797044","Đắk Pơ District, Gia Lai, Vietnam"
"Huyện Ia Pa, Tỉnh Gia Lai",13.526151,108.570064,"13.359975,108.282614 – 13.694147,108.742195","Ia Pa District, Gia Lai, Vietnam"
"Huyện Krông Pa, Tỉnh Gia Lai",13.253137,108.665068,"12.995729,108.436883 – 13.474088,108.873318","Krông Pa District, Gia Lai, Vietnam"
"Huyện Phú Thiện, Tỉnh Gia Lai",13.458931,108.285205,"13.346392,108.202158 – 13.665486,108.43686","Phú Thiện District, Gia Lai, Vietnam"
"Huyện Chư Pưh, Tỉnh Gia Lai",13.473053,108.095435,"13.373199,107.918994 – 13.645157,108.233396","Chư Pưh District, Gia Lai, Vietnam"
"Thành phố Buôn Ma Thuột, Tỉnh Đắk Lắk",12.666194,108.038248,"12.55272,107.892094 – 12.769951,108.163319","Buon Ma Thuot, Dak Lak, Vietnam"
"Thị Xã Buôn Hồ, Tỉnh Đắk Lắk",12.850047,108.25418,"12.75206,108.186367 – 12.949068,108.372109","Buôn Hồ, Dak Lak, Vietnam"
"Huyện Ea H'leo, Tỉnh Đắk Lắk",13.199814,108.190306,"13.047227,107.955162 – 13.416587,108.465321","Ea H'leo District, Dak Lak, Vietnam"
"Huyện Ea Súp, Tỉnh Đắk Lắk",13.186223,107.763621,"12.961488,107.518742 – 13.400511,108.050431","Ea Súp District, Dak Lak, Vietnam"
"Huyện Buôn Đôn, Tỉnh Đắk Lắk",12.879161,107.71625,"12.668176,107.484724 – 13.08835,108.029821","Buôn Đôn District, Dak Lak, Vietnam"
"Huyện Cư M'gar, Tỉnh Đắk Lắk",12.852565,108.095435,"12.714495,107.916705 – 13.076016,108.22673","Cư M'gar District, Dak Lak, Vietnam"
"Huyện Krông Búk, Tỉnh Đắk Lắk",13.022683,108.190306,"12.900289,108.095557 – 13.126226,108.300202","Krong Buk, Dak Lak, Vietnam"
"Huyện Krông Năng, Tỉnh Đắk Lắk",13.008919,108.380131,"12.838472,108.274313 – 13.158166,108.521359","Krông Năng District, Dak Lak, Vietnam"
"Huyện Ea Kar, Tỉnh Đắk Lắk",12.64227,108.570064,"12.572563,108.370862 – 13.034936,108.724958","Ea Kar District, Dak Lak, Vietnam"
"Huyện M'Đrắk, Tỉnh Đắk Lắk",12.716559,108.760096,"12.451888,108.581838 – 12.954195,108.9953","M'Đrăk District, Dak Lak, Vietnam"
"Huyện Krông Bông, Tỉnh Đắk Lắk",12.473032,108.475085,"12.27619,108.177581 – 12.626887,108.728241","Krông Bông District, Dak Lak, Vietnam"
"Huyện Krông Pắc, Tỉnh Đắk Lắk",12.743997,108.380131,"12.535475,108.130156 – 12.838472,108.496517","Krông Pắk District, Dak Lak, Vietnam"
"Huyện Krông A Na, Tỉnh Đắk Lắk",12.479119,108.071722,"12.395696,107.886636 – 12.591775,108.179854","Krông Ana District, Dak Lak, Vietnam"
"Huyện Lắk, Tỉnh Đắk Lắk",12.316936,108.190306,"12.160793,107.91268 – 12.481632,108.502245","Lắk District, Dak Lak, Vietnam"
"Huyện Cư Kuin, Tỉnh Đắk Lắk",12.581059,108.190306,"12.490603,108.0606 – 12.664388,108.285852","Cư Kuin District, Dak Lak, Vietnam"
"Thành phố Gia Nghĩa, Tỉnh Đắk Nông",12.00452,107.683,"11.885305,107.575894 – 12.141208,107.787209","Gia Nghĩa, Dak Nong, Vietnam"
"Huyện Đăk Glong, Tỉnh Đắk Nông",12.072419,107.905781,"11.790246,107.716578 – 12.269199,108.116696","Đăk Glong District, Dak Nong, Vietnam"
"Huyện Cư Jút, Tỉnh Đắk Nông",12.702152,107.71625,"12.546244,107.558724 – 12.812316,107.935555","Cư Jút District, Dak Nong, Vietnam"
"Huyện Đắk Mil, Tỉnh Đắk Nông",12.504954,107.692567,"12.338317,107.541961 – 12.700988,107.86864","Đăk Mil District, Dak Nong, Vietnam"
"Huyện Krông Nô, Tỉnh Đắk Nông",12.342648,107.811,"12.186683,107.700081 – 12.552111,108.096717","Krông Nô District, Dak Nong, Vietnam"
"Huyện Đắk Song, Tỉnh Đắk Nông",12.26714,107.621532,"12.043729,107.434689 – 12.423169,107.78749","Đăk Song District, Dak Nong, Vietnam"
"Huyện Đắk R'Lấp, Tỉnh Đắk Nông",11.921334,107.526847,"11.748847,107.367148 – 12.051473,107.662792","Đăk R'Lấp District, Dak Nong, Vietnam"
"Huyện Tuy Đức, Tỉnh Đắk Nông",12.150397,107.384883,"11.932508,107.206454 – 12.334706,107.59471","Tuy Đức, Dak Nong, Vietnam"
"Thành phố Đà Lạt, Tỉnh Lâm Đồng",11.940419,108.458313,"11.805187,108.310776 – 12.002635,108.59067","Dalat, Lam Dong, Vietnam"
"Thành phố Bảo Lộc, Tỉnh Lâm Đồng",11.573105,107.834692,"11.438638,107.698288 – 11.657406,107.894089","Bảo Lộc, Lam Dong, Vietnam"
"Huyện Đam Rông, Tỉnh Lâm Đồng",12.059822,108.095435,"11.852477,107.962771 – 12.230551,108.390493","Đam Rông District, Lam Dong, Vietnam"
"Huyện Lạc Dương, Tỉnh Lâm Đồng",12.115299,108.570064,"11.959309,108.320787 – 12.317439,108.73195","Lạc Dương District, Lam Dong, Vietnam"
"Huyện Lâm Hà, Tỉnh Lâm Đồng",11.790683,108.190306,"11.649837,107.970358 – 12.071512,108.426096","Lâm Hà District, Lam Dong, Vietnam"
"Huyện Đơn Dương, Tỉnh Lâm Đồng",11.745233,108.546317,"11.639,108.39254 – 11.972036,108.701759","Đơn Dương District, Lam Dong, Vietnam"
"Huyện Đức Trọng, Tỉnh Lâm Đồng",11.603509,108.380131,"11.505113,108.214803 – 11.885612,108.582603","Đức Trọng District, Lam Dong, Vietnam"
"Huyện Di Linh, Tỉnh Lâm Đồng",11.534675,108.095435,"11.215165,107.874701 – 11.823261,108.306782","Di Linh District, Lam Dong, Vietnam"
"Huyện Bảo Lâm, Tỉnh Lâm Đồng",11.733786,107.71625,"11.358008,107.484112 – 11.922287,107.968219","Bảo Lâm District, Lam Dong, Vietnam"
"Huyện Đạ Huoai, Tỉnh Lâm Đồng",11.410152,107.645209,"11.322768,107.475178 – 11.580789,107.798841","Đạ Huoai District, Lam Dong, Vietnam"
"Thị xã Phước Long, Tỉnh Bình Phước",11.833733,106.994895,"11.768359,106.920533 – 11.879278,107.070592","Phước Long, Binh Phuoc, Vietnam"
"Thành phố Đồng Xoài, Tỉnh Bình Phước",11.534407,106.890492,"11.460801,106.754813 – 11.575923,106.93208","Dong Xoai, Binh Phuoc, Vietnam"
"Thị xã Bình Long, Tỉnh Bình Phước",11.709652,106.591164,"11.604992,106.495929 – 11.739876,106.647162","Bình Long, Binh Phuoc, Vietnam"
