address,latitude,longitude,bounds,geo_address
"Huyện Châu Thành, Tỉnh Hậu Giang",9.911784,105.817288,"9.859821,105.727206 – 9.982616,105.896806","Châu Thành, Hau Giang, Vietnam"
"Huyện Phụng Hiệp, Tỉnh Hậu Giang",9.776213,105.711646,"9.653477,105.58629 – 9.922677,105.844909","Phụng Hiệp District, Hau Giang, Vietnam"
"Huyện Vị Thủy, Tỉnh Hậu Giang",9.826082,105.570887,"9.688228,105.450446 – 9.913038,105.627453","Vị Thủy District, Hau Giang, Vietnam"
"Huyện Long Mỹ, Tỉnh Hậu Giang",9.655285,105.523991,"9.582151,105.338372 – 9.775678,105.694922","Long Mỹ District, Hau Giang, Vietnam"
"Thị xã Long Mỹ, Tỉnh Hậu Giang",9.669597,105.565024,"9.6511,105.54677 – 9.695774,105.592861","Long Mỹ, Long Mỹ District, Hau Giang, Vietnam"
"Thành phố Sóc Trăng, Tỉnh Sóc Trăng",9.602521,105.973905,"9.559639,105.928781 – 9.659773,106.026843","Sóc Trăng, Soc Trang, Vietnam"
"Huyện Châu Thành, Tỉnh Sóc Trăng",9.680973,105.899496,"9.589161,105.799081 – 9.75283,105.997025","Châu Thành District, Sóc Trăng Province, Soc Trang, Vietnam"
"Huyện Kế Sách, Tỉnh Sóc Trăng",9.831011,105.92299,"9.710422,105.843497 – 9.938067,106.073573","Kế Sách District, Soc Trang, Vietnam"
"Huyện Mỹ Tú, Tỉnh Sóc Trăng",9.599104,105.805547,"9.523781,105.669426 – 9.721967,105.951223","My Tu, Soc Trang, Vietnam"
"Huyện Cù Lao Dung, Tỉnh Sóc Trăng",9.579152,106.22868,"9.486533,106.068324 – 9.774411,106.335103","Cù Lao Dung District, Soc Trang, Vietnam"
"Huyện Long Phú, Tỉnh Sóc Trăng",9.628942,106.087533,"9.542002,105.983058 – 9.784115,106.184871","Long Phú District, Soc Trang, Vietnam"
"Huyện Mỹ Xuyên, Tỉnh Sóc Trăng",9.465511,105.899496,"9.352987,105.753435 – 9.583797,106.009132","Mỹ Xuyên District, Soc Trang, Vietnam"
"Thị xã Ngã Năm, Tỉnh Sóc Trăng",9.521517,105.617794,"9.410876,105.543663 – 9.641907,105.70544","Ngã Năm, Soc Trang, Vietnam"
"Huyện Thạnh Trị, Tỉnh Sóc Trăng",9.474141,105.711646,"9.377507,105.588478 – 9.556764,105.849854","Thạnh Trị District, Soc Trang, Vietnam"
"Thị xã Vĩnh Châu, Tỉnh Sóc Trăng",9.324958,105.980454,"9.241589,105.812287 – 9.45321,106.198311","Vĩnh Châu, Soc Trang, Vietnam"
"Huyện Trần Đề, Tỉnh Sóc Trăng",9.49978,106.087533,"9.401704,105.964369 – 9.587495,106.219862","Trần Đề District, Soc Trang, Vietnam"
"Thành phố Bạc Liêu, Tỉnh Bạc Liêu",9.294003,105.721566,"9.197821,105.679261 – 9.338944,105.826999","Bạc Liêu, Bac Lieu, Vietnam"
"Huyện Hồng Dân, Tỉnh Bạc Liêu",9.532129,105.383381,"9.381289,105.262303 – 9.637453,105.555719","Hồng Dân District, Bac Lieu, Vietnam"
"Huyện Phước Long, Tỉnh Bạc Liêu",9.400672,105.430238,"9.279743,105.248315 – 9.4927,105.578294","Phước Long, Bac Lieu, Vietnam"
"Huyện Vĩnh Lợi, Tỉnh Bạc Liêu",9.34503,105.711646,"9.260432,105.549618 – 9.424764,105.860139","Vĩnh Lợi, Bac Lieu, Vietnam"
"Thị xã Giá Rai, Tỉnh Bạc Liêu",9.273587,105.383381,"9.174084,105.23248 – 9.352706,105.5482","Giá Rai District, Bac Lieu, Vietnam"
"Huyện Đông Hải, Tỉnh Bạc Liêu",9.163064,105.453672,"9.014727,105.245034 – 9.259222,105.582149","Dong Hai, Bac Lieu, Vietnam"
"Huyện Hòa Bình, Tỉnh Bạc Liêu",9.273476,105.629523,"9.244692,105.60467 – 9.319125,105.655811","Hòa Bình District, Hòa Bình, Bac Lieu, Vietnam"
"Thành phố Cà Mau, Tỉnh Cà Mau",9.152673,105.19608,"9.082604,105.094249 – 9.268125,105.280094","Cà Mau, Ca Mau, Vietnam"
"Huyện U Minh, Tỉnh Cà Mau",9.355444,104.985618,"9.185975,104.81582 – 9.562016,105.087979","U Minh District, Ca Mau, Vietnam"
"Huyện Thới Bình, Tỉnh Cà Mau",9.347363,105.172682,"9.200718,104.959847 – 9.558622,105.296442","Thới Bình, Ca Mau, Vietnam"
"Huyện Trần Văn Thời, Tỉnh Cà Mau",9.100972,104.892167,"8.973834,104.797833 – 9.277818,105.123493","Trần Văn Thời District, Ca Mau, Vietnam"
"Huyện Cái Nước, Tỉnh Cà Mau",8.986776,105.055742,"8.852604,104.959036 – 9.162647,105.157798","Cái Nước District, Ca Mau, Vietnam"
"Huyện Đầm Dơi, Tỉnh Cà Mau",8.999419,105.266293,"8.823628,105.04916 – 9.101558,105.41915","Đầm Dơi District, Ca Mau, Vietnam"
"Huyện Năm Căn, Tỉnh Cà Mau",8.815307,105.055742,"8.692061,104.809914 – 8.872481,105.325206","Năm Căn District, Ca Mau, Vietnam"
"Huyện Phú Tân, Tỉnh Cà Mau",8.929136,104.892167,"8.746548,104.780484 – 9.010977,105.013405","Phú Tân District, Ca Mau, Vietnam"
"Huyện Ngọc Hiển, Tỉnh Cà Mau",8.647954,104.96225,"8.408631,104.70541 – 8.796906,105.218539","Ngọc Hiển District, Ca Mau, Vietnam"
