provinceCode,isMergedProvince,districtCode,districtType,wardCode,wardType,isMergedWard,isDividedWard,province,district,ward,newProvince,newWard,newProvinceCode,newWardCode,newWardType,newWardLat,newWardLon,newWardAreaKm2
34,True,341,Huyện,12862.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Xuân,Tỉnh Hưng Yên,Đông Thụy Anh,5,1171.0,xã,20.6077,106.603,34.9
34,True,341,Huyện,12865.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Dương Phúc,Tỉnh Hưng Yên,Thụy Anh,5,1231.0,xã,20.5691,106.501,20.07
34,True,341,Huyện,12868.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Trình,Tỉnh Hưng Yên,Thái Thụy,5,1226.0,xã,20.5657,106.556,35.5
34,True,341,Huyện,12871.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Bình,Tỉnh Hưng Yên,Thái Thụy,5,1226.0,xã,20.5657,106.556,35.5
34,True,341,Huyện,12874.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Chính,Tỉnh Hưng Yên,Tây Thụy Anh,5,1222.0,xã,20.5862,106.47,16.68
34,True,341,Huyện,12877.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Dân,Tỉnh Hưng Yên,Tây Thụy Anh,5,1222.0,xã,20.5862,106.47,16.68
34,True,341,Huyện,12880.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Hải,Tỉnh Hưng Yên,Thái Thụy,5,1226.0,xã,20.5657,106.556,35.5
34,True,341,Huyện,12889.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Liên,Tỉnh Hưng Yên,Thái Thụy,5,1226.0,xã,20.5657,106.556,35.5
34,True,341,Huyện,12892.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Duyên,Tỉnh Hưng Yên,Nam Thụy Anh,5,1198.0,xã,20.5525,106.46,17.4
34,True,341,Huyện,12898.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Thanh,Tỉnh Hưng Yên,Nam Thụy Anh,5,1198.0,xã,20.5525,106.46,17.4
34,True,341,Huyện,12901.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Sơn,Tỉnh Hưng Yên,Thụy Anh,5,1231.0,xã,20.5691,106.501,20.07
34,True,341,Huyện,12904.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Phong,Tỉnh Hưng Yên,Nam Thụy Anh,5,1198.0,xã,20.5525,106.46,17.4
34,True,341,Huyện,12907.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thái Thượng,Tỉnh Hưng Yên,Thái Ninh,5,1225.0,xã,20.5261,106.55,27.57
34,True,341,Huyện,12910.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thái Nguyên,Tỉnh Hưng Yên,Thái Ninh,5,1225.0,xã,20.5261,106.55,27.57
34,True,341,Huyện,12916.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Dương Hồng Thủy,Tỉnh Hưng Yên,Bắc Thái Ninh,5,1155.0,xã,20.5141,106.493,23.12
34,True,341,Huyện,12919.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thái Giang,Tỉnh Hưng Yên,Tây Thái Ninh,5,1221.0,xã,20.516,106.453,16.56
34,True,341,Huyện,12922.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Hòa An,Tỉnh Hưng Yên,Thái Ninh,5,1225.0,xã,20.5261,106.55,27.57
34,True,341,Huyện,12925.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Sơn Hà,Tỉnh Hưng Yên,Tây Thái Ninh,5,1221.0,xã,20.516,106.453,16.56
34,True,341,Huyện,12934.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thái Phúc,Tỉnh Hưng Yên,Bắc Thái Ninh,5,1155.0,xã,20.5141,106.493,23.12
34,True,341,Huyện,12937.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thái Hưng,Tỉnh Hưng Yên,Thái Ninh,5,1225.0,xã,20.5261,106.55,27.57
34,True,341,Huyện,12940.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thái Đô,Tỉnh Hưng Yên,Đông Thái Ninh,5,1170.0,xã,20.4897,106.597,31.08
34,True,341,Huyện,12943.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thái Xuyên,Tỉnh Hưng Yên,Đông Thái Ninh,5,1170.0,xã,20.4897,106.597,31.08
34,True,341,Huyện,12949.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Mỹ Lộc,Tỉnh Hưng Yên,Đông Thái Ninh,5,1170.0,xã,20.4897,106.597,31.08
34,True,341,Huyện,12958.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Tân Học,Tỉnh Hưng Yên,Đông Thái Ninh,5,1170.0,xã,20.4897,106.597,31.08
34,True,341,Huyện,12961.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thái Thịnh,Tỉnh Hưng Yên,Nam Thái Ninh,5,1197.0,xã,20.4681,106.507,26.4
34,True,341,Huyện,12964.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thuần Thành,Tỉnh Hưng Yên,Nam Thái Ninh,5,1197.0,xã,20.4681,106.507,26.4
34,True,341,Huyện,12967.0,Xã,True,False,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thái Thọ,Tỉnh Hưng Yên,Nam Thái Ninh,5,1197.0,xã,20.4681,106.507,26.4
34,True,342,Huyện,12970.0,Thị trấn,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Thị trấn Tiền Hải,Tỉnh Hưng Yên,Tiền Hải,5,1232.0,xã,20.4184,106.5,32.99
34,True,342,Huyện,12976.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Đông Trà,Tỉnh Hưng Yên,Đông Tiền Hải,5,1172.0,xã,20.4437,106.563,38.64
34,True,342,Huyện,12979.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Đông Long,Tỉnh Hưng Yên,Đông Tiền Hải,5,1172.0,xã,20.4437,106.563,38.64
34,True,342,Huyện,12985.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Vũ Lăng,Tỉnh Hưng Yên,Tiền Hải,5,1232.0,xã,20.4184,106.5,32.99
34,True,342,Huyện,12988.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Đông Xuyên,Tỉnh Hưng Yên,Đông Tiền Hải,5,1172.0,xã,20.4437,106.563,38.64
34,True,342,Huyện,12991.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Tây Lương,Tỉnh Hưng Yên,Tiền Hải,5,1232.0,xã,20.4184,106.5,32.99
34,True,342,Huyện,12994.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Tây Ninh,Tỉnh Hưng Yên,Tiền Hải,5,1232.0,xã,20.4184,106.5,32.99
34,True,342,Huyện,12997.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Đông Quang,Tỉnh Hưng Yên,Đông Tiền Hải,5,1172.0,xã,20.4437,106.563,38.64
34,True,342,Huyện,13000.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Đông Hoàng,Tỉnh Hưng Yên,Đồng Châu,5,1167.0,xã,20.4047,106.573,30.67
34,True,342,Huyện,13003.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Đông Minh,Tỉnh Hưng Yên,Đồng Châu,5,1167.0,xã,20.4047,106.573,30.67
34,True,342,Huyện,13012.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã An Ninh,Tỉnh Hưng Yên,Tiền Hải,5,1232.0,xã,20.4184,106.5,32.99
34,True,342,Huyện,13018.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Đông Cơ,Tỉnh Hưng Yên,Đồng Châu,5,1167.0,xã,20.4047,106.573,30.67
34,True,342,Huyện,13021.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Tây Giang,Tỉnh Hưng Yên,Ái Quốc,5,1151.0,xã,20.3768,106.518,14.98
34,True,342,Huyện,13024.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Đông Lâm,Tỉnh Hưng Yên,Đồng Châu,5,1167.0,xã,20.4047,106.573,30.67
34,True,342,Huyện,13027.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Phương Công,Tỉnh Hưng Yên,Tây Tiền Hải,5,1223.0,xã,20.3614,106.482,17.56
34,True,342,Huyện,13030.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Ái Quốc,Tỉnh Hưng Yên,Ái Quốc,5,1151.0,xã,20.3768,106.518,14.98
34,True,342,Huyện,13036.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Cường,Tỉnh Hưng Yên,Nam Cường,5,1195.0,xã,20.3532,106.576,149.65
34,True,342,Huyện,13039.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Vân Trường,Tỉnh Hưng Yên,Tây Tiền Hải,5,1223.0,xã,20.3614,106.482,17.56
34,True,342,Huyện,13045.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Chính,Tỉnh Hưng Yên,Nam Cường,5,1195.0,xã,20.3532,106.576,149.65
34,True,342,Huyện,13048.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Bắc Hải,Tỉnh Hưng Yên,Tây Tiền Hải,5,1223.0,xã,20.3614,106.482,17.56
34,True,342,Huyện,13051.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Thịnh,Tỉnh Hưng Yên,Nam Cường,5,1195.0,xã,20.3532,106.576,149.65
34,True,342,Huyện,13054.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Hà,Tỉnh Hưng Yên,Nam Tiền Hải,5,1199.0,xã,20.3274,106.504,22.62
34,True,342,Huyện,13057.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Tiến,Tỉnh Hưng Yên,Nam Cường,5,1195.0,xã,20.3532,106.576,149.65
34,True,342,Huyện,13060.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Trung,Tỉnh Hưng Yên,Hưng Phú,5,1184.0,xã,20.3036,106.574,45.08
34,True,342,Huyện,13063.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Hồng,Tỉnh Hưng Yên,Nam Tiền Hải,5,1199.0,xã,20.3274,106.504,22.62
34,True,342,Huyện,13066.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Hưng,Tỉnh Hưng Yên,Hưng Phú,5,1184.0,xã,20.3036,106.574,45.08
34,True,342,Huyện,13069.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Hải,Tỉnh Hưng Yên,Nam Tiền Hải,5,1199.0,xã,20.3274,106.504,22.62
34,True,342,Huyện,13072.0,Xã,True,False,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Phú,Tỉnh Hưng Yên,Hưng Phú,5,1184.0,xã,20.3036,106.574,45.08
34,True,343,Huyện,13075.0,Thị trấn,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Thị trấn Kiến Xương,Tỉnh Hưng Yên,Kiến Xương,5,1186.0,xã,20.3825,106.437,36.73
34,True,343,Huyện,13078.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Trà Giang,Tỉnh Hưng Yên,Trà Giang,5,1239.0,xã,20.4759,106.455,91.72
34,True,343,Huyện,13081.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Quốc Tuấn,Tỉnh Hưng Yên,Trà Giang,5,1239.0,xã,20.4759,106.455,91.72
34,True,343,Huyện,13087.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã An Bình,Tỉnh Hưng Yên,Bình Nguyên,5,1159.0,xã,20.4546,106.425,30.6
34,True,343,Huyện,13090.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Tây Sơn,Tỉnh Hưng Yên,Trần Lãm,5,1242.0,phường,20.45,106.374,34.63
34,True,343,Huyện,13093.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Hồng Thái,Tỉnh Hưng Yên,Trà Giang,5,1239.0,xã,20.4759,106.455,91.72
34,True,343,Huyện,13096.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Bình Nguyên,Tỉnh Hưng Yên,Bình Nguyên,5,1159.0,xã,20.4546,106.425,30.6
34,True,343,Huyện,13102.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Lê Lợi,Tỉnh Hưng Yên,Lê Lợi,5,1188.0,xã,20.4313,106.457,288.36
34,True,343,Huyện,13111.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Vũ Lễ,Tỉnh Hưng Yên,Quang Lịch,5,1214.0,xã,20.4136,106.415,14.92
34,True,343,Huyện,13114.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Thanh Tân,Tỉnh Hưng Yên,Bình Nguyên,5,1159.0,xã,20.4546,106.425,30.6
34,True,343,Huyện,13120.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Thống Nhất,Tỉnh Hưng Yên,Lê Lợi,5,1188.0,xã,20.4313,106.457,288.36
34,True,343,Huyện,13126.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Vũ Ninh,Tỉnh Hưng Yên,Vũ Quý,5,1249.0,xã,20.4086,106.382,15.0829
34,True,343,Huyện,13129.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Vũ An,Tỉnh Hưng Yên,Vũ Quý,5,1249.0,xã,20.4086,106.382,15.0829
34,True,343,Huyện,13132.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Quang Lịch,Tỉnh Hưng Yên,Quang Lịch,5,1214.0,xã,20.4136,106.415,14.92
34,True,343,Huyện,13135.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Hòa Bình,Tỉnh Hưng Yên,Quang Lịch,5,1214.0,xã,20.4136,106.415,14.92
34,True,343,Huyện,13138.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Bình Minh,Tỉnh Hưng Yên,Kiến Xương,5,1186.0,xã,20.3825,106.437,36.73
34,True,343,Huyện,13141.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Vũ Quý,Tỉnh Hưng Yên,Vũ Quý,5,1249.0,xã,20.4086,106.382,15.0829
34,True,343,Huyện,13144.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Quang Bình,Tỉnh Hưng Yên,Kiến Xương,5,1186.0,xã,20.3825,106.437,36.73
34,True,343,Huyện,13150.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Vũ Trung,Tỉnh Hưng Yên,Vũ Quý,5,1249.0,xã,20.4086,106.382,15.0829
34,True,343,Huyện,13156.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Vũ Công,Tỉnh Hưng Yên,Hồng Vũ,5,1182.0,xã,20.3598,106.384,18.77
34,True,343,Huyện,13159.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Hồng Vũ,Tỉnh Hưng Yên,Hồng Vũ,5,1182.0,xã,20.3598,106.384,18.77
34,True,343,Huyện,13162.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Quang Minh,Tỉnh Hưng Yên,Kiến Xương,5,1186.0,xã,20.3825,106.437,36.73
34,True,343,Huyện,13165.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Quang Trung,Tỉnh Hưng Yên,Kiến Xương,5,1186.0,xã,20.3825,106.437,36.73
34,True,343,Huyện,13171.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Minh Quang,Tỉnh Hưng Yên,Bình Thanh,5,1160.0,xã,20.338,106.413,22.37
34,True,343,Huyện,13177.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Minh Tân,Tỉnh Hưng Yên,Bình Thanh,5,1160.0,xã,20.338,106.413,22.37
34,True,343,Huyện,13180.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Nam Bình,Tỉnh Hưng Yên,Bình Định,5,1158.0,xã,20.3158,106.459,24.47
34,True,343,Huyện,13183.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Bình Thanh,Tỉnh Hưng Yên,Bình Thanh,5,1160.0,xã,20.338,106.413,22.37
34,True,343,Huyện,13186.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Bình Định,Tỉnh Hưng Yên,Bình Định,5,1158.0,xã,20.3158,106.459,24.47
34,True,343,Huyện,13189.0,Xã,True,False,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Hồng Tiến,Tỉnh Hưng Yên,Bình Định,5,1158.0,xã,20.3158,106.459,24.47
34,True,344,Huyện,13192.0,Thị trấn,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Thị trấn Vũ Thư,Tỉnh Hưng Yên,Vũ Thư,5,1250.0,xã,20.454,106.26,29.07
34,True,344,Huyện,13195.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Hồng Lý,Tỉnh Hưng Yên,Vạn Xuân,5,1245.0,xã,20.4927,106.213,139.49
34,True,344,Huyện,13198.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Đồng Thanh,Tỉnh Hưng Yên,Vạn Xuân,5,1245.0,xã,20.4927,106.213,139.49
34,True,344,Huyện,13201.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Xuân Hòa,Tỉnh Hưng Yên,Vạn Xuân,5,1245.0,xã,20.4927,106.213,139.49
34,True,344,Huyện,13204.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Hiệp Hòa,Tỉnh Hưng Yên,Thư Trì,5,1228.0,xã,20.4861,106.263,20.97
34,True,344,Huyện,13207.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Phúc Thành,Tỉnh Hưng Yên,Thái Bình,5,1224.0,phường,20.4817,106.314,28.03
34,True,344,Huyện,13210.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Tân Phong,Tỉnh Hưng Yên,Thái Bình,5,1224.0,phường,20.4817,106.314,28.03
34,True,344,Huyện,13213.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Song Lãng,Tỉnh Hưng Yên,Thư Trì,5,1228.0,xã,20.4861,106.263,20.97
34,True,344,Huyện,13216.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Tân Hòa,Tỉnh Hưng Yên,Thái Bình,5,1224.0,phường,20.4817,106.314,28.03
34,True,344,Huyện,13219.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Việt Hùng,Tỉnh Hưng Yên,Vạn Xuân,5,1245.0,xã,20.4927,106.213,139.49
34,True,344,Huyện,13222.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Minh Lãng,Tỉnh Hưng Yên,Thư Trì,5,1228.0,xã,20.4861,106.263,20.97
34,True,344,Huyện,13228.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Minh Khai,Tỉnh Hưng Yên,Vũ Thư,5,1250.0,xã,20.454,106.26,29.07
34,True,344,Huyện,13231.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Dũng Nghĩa,Tỉnh Hưng Yên,Vũ Thư,5,1250.0,xã,20.454,106.26,29.07
34,True,344,Huyện,13234.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Minh Quang,Tỉnh Hưng Yên,Vũ Thư,5,1250.0,xã,20.454,106.26,29.07
34,True,344,Huyện,13237.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Tam Quang,Tỉnh Hưng Yên,Vũ Thư,5,1250.0,xã,20.454,106.26,29.07
34,True,344,Huyện,13240.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Tân Lập,Tỉnh Hưng Yên,Tân Thuận,5,1219.0,xã,20.4255,106.226,169.8
34,True,344,Huyện,13243.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Bách Thuận,Tỉnh Hưng Yên,Tân Thuận,5,1219.0,xã,20.4255,106.226,169.8
34,True,344,Huyện,13246.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Tự Tân,Tỉnh Hưng Yên,Tân Thuận,5,1219.0,xã,20.4255,106.226,169.8
34,True,344,Huyện,13249.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Song An,Tỉnh Hưng Yên,Vũ Phúc,5,1248.0,phường,20.4127,106.308,23.99
34,True,344,Huyện,13252.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Trung An,Tỉnh Hưng Yên,Vũ Phúc,5,1248.0,phường,20.4127,106.308,23.99
34,True,344,Huyện,13255.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Vũ Hội,Tỉnh Hưng Yên,Thư Vũ,5,1229.0,xã,20.392,106.349,24.99
34,True,344,Huyện,13258.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Hòa Bình,Tỉnh Hưng Yên,Vũ Thư,5,1250.0,xã,20.454,106.26,29.07
34,True,344,Huyện,13261.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Nguyên Xá,Tỉnh Hưng Yên,Vũ Phúc,5,1248.0,phường,20.4127,106.308,23.99
34,True,344,Huyện,13264.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Việt Thuận,Tỉnh Hưng Yên,Thư Vũ,5,1229.0,xã,20.392,106.349,24.99
34,True,344,Huyện,13267.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Vũ Vinh,Tỉnh Hưng Yên,Thư Vũ,5,1229.0,xã,20.392,106.349,24.99
34,True,344,Huyện,13270.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Vũ Đoài,Tỉnh Hưng Yên,Vũ Tiên,5,1251.0,xã,20.3595,106.289,32.68
34,True,344,Huyện,13273.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Vũ Tiến,Tỉnh Hưng Yên,Vũ Tiên,5,1251.0,xã,20.3595,106.289,32.68
34,True,344,Huyện,13276.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Vũ Vân,Tỉnh Hưng Yên,Thư Vũ,5,1229.0,xã,20.392,106.349,24.99
34,True,344,Huyện,13279.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Duy Nhất,Tỉnh Hưng Yên,Vũ Tiên,5,1251.0,xã,20.3595,106.289,32.68
34,True,344,Huyện,13282.0,Xã,True,False,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Hồng Phong,Tỉnh Hưng Yên,Vũ Tiên,5,1251.0,xã,20.3595,106.289,32.68
35,True,347,Thành phố,13285.0,Phường,True,True,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Quang Trung,Tỉnh Ninh Bình,Hà Nam,6,1291.0,phường,20.5789,105.938,29.98
35,True,347,Thành phố,13285.0,Phường,True,True,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Quang Trung,Tỉnh Ninh Bình,Phủ Lý,6,1342.0,phường,20.5307,105.928,11.84
35,True,347,Thành phố,13291.0,Phường,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Lê Hồng Phong,Tỉnh Ninh Bình,Phù Vân,6,1344.0,phường,20.5591,105.904,19.34
35,True,347,Thành phố,13294.0,Phường,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Châu Cầu,Tỉnh Ninh Bình,Phủ Lý,6,1342.0,phường,20.5307,105.928,11.84
35,True,347,Thành phố,13303.0,Phường,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Lam Hạ,Tỉnh Ninh Bình,Hà Nam,6,1291.0,phường,20.5789,105.938,29.98
35,True,347,Thành phố,13306.0,Xã,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Xã Phù Vân,Tỉnh Ninh Bình,Phù Vân,6,1344.0,phường,20.5591,105.904,19.34
35,True,347,Thành phố,13309.0,Phường,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Liêm Chính,Tỉnh Ninh Bình,Phủ Lý,6,1342.0,phường,20.5307,105.928,11.84
35,True,347,Thành phố,13315.0,Phường,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Thanh Châu,Tỉnh Ninh Bình,Phủ Lý,6,1342.0,phường,20.5307,105.928,11.84
35,True,347,Thành phố,13318.0,Phường,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Châu Sơn,Tỉnh Ninh Bình,Châu Sơn,6,1264.0,phường,20.5057,105.895,17.45
35,True,347,Thành phố,13366.0,Phường,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Tân Hiệp,Tỉnh Ninh Bình,Hà Nam,6,1291.0,phường,20.5789,105.938,29.98
35,True,347,Thành phố,13426.0,Xã,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Xã Kim Bình,Tỉnh Ninh Bình,Phù Vân,6,1344.0,phường,20.5591,105.904,19.34
35,True,347,Thành phố,13444.0,Phường,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Tân Liêm,Tỉnh Ninh Bình,Liêm Tuyền,6,1315.0,phường,20.5366,105.97,21.44
35,True,347,Thành phố,13459.0,Phường,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Thanh Tuyền,Tỉnh Ninh Bình,Châu Sơn,6,1264.0,phường,20.5057,105.895,17.45
35,True,347,Thành phố,13507.0,Xã,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Xã Đinh Xá,Tỉnh Ninh Bình,Liêm Tuyền,6,1315.0,phường,20.5366,105.97,21.44
35,True,347,Thành phố,13513.0,Xã,True,False,Tỉnh Hà Nam,Thành phố Phủ Lý,Xã Trịnh Xá,Tỉnh Ninh Bình,Liêm Tuyền,6,1315.0,phường,20.5366,105.97,21.44
35,True,349,Thị xã,13321.0,Phường,True,False,Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Đồng Văn,Tỉnh Ninh Bình,Đồng Văn,6,1273.0,phường,20.6434,105.931,18.88
35,True,349,Thị xã,13324.0,Phường,True,True,Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Hòa Mạc,Tỉnh Ninh Bình,Duy Tân,6,1275.0,phường,20.6623,105.997,28.86
